URBAN FISH FARM,"Chau. de Tervueren 95, 1160 Auderghem, Belgium",Auderghem,1160,4.8,85,point_of_interest|food|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJS2EiqNfbw0cR769jytBHVCY,producteur local
Le Bio Sauvage,"Av. Henri de Brouckère 2, 1160 Auderghem, Belgium",Auderghem,1160,4.7,13,food|point_of_interest|store|health|establishment,https://www.google.com/maps/place/?q=place_id:ChIJ32fpQejbw0cRoavh5kiGXs4,ferme bio
Ferme Delstanche,"Rue des Templiers 24, 1301 Wavre, Belgium",Wavre,1301,4.9,40,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJMRlhOybXw0cRFSfusW-IAU4,vente directe à la ferme
Distillery Farm,"Av. des Combattants 175, 1470 Genappe, Belgium",Genappe,1470,4.8,76,store|food|point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJnyv1yAfVw0cRllU83GHBo_Y,vente directe à la ferme
La Ferme de Julien,"Rue de Beauvechain 12, 1370 Jodoigne, Belgium",Jodoigne,1370,4.9,16,food|point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJk1iHxLl6wUcR9M9of9cnlB8,vente directe à la ferme
la ferme de la Barrière,"Chau. de Charleroi 105, 1370 Jodoigne, Belgium",Jodoigne,1370,4.8,15,health|grocery_or_supermarket|store|food|point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJnR7MNL1xwUcRXFalDAAYkH0,vente directe à la ferme
Ferme,"Square Meudon, 1200 Bruxelles, Belgium",Bruxelles,1200,4.7,26,store|food|point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJq2eNdHljwUcRPnMboT7siAc,vente directe à la ferme
"Ferme du Vallon, Jean-Marc Binet","Vieux Chemin de Bruxelles 1, 1400 Nivelles, Belgium",Nivelles,1400,4.8,195,grocery_or_supermarket|store|food|point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJZw8x74QywkcRxTuLz2mdZec,vente directe à la ferme
Peas and Love @ Toit de Caméléon,"Av. Ariane 15, 1200 Woluwe-Saint-Lambert, Belgium",Woluwe-Saint-Lambert,1200,4.6,34,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJmRZoUbzcw0cRxZPD-bgJ_tA,vente directe à la ferme
Ferme Evrard,"Chem. du Vivier Saint-Laurent 2, 1320 Beauvechain, Belgium",Beauvechain,1320,4.7,86,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJL0el9N1kwUcRlQQe8kMm5M4,vente directe à la ferme
Ferme de la Baraque,"Vieux Chemin de Bruxelles 2, 1400 Nivelles, Belgium",Nivelles,1400,4.7,124,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJpcx5CmItwkcRqX_zycqA6tg,vente directe à la ferme
Ferme Trop Tard,"Rue de l'Epine Pucelle 2, 1428 Braine-l'Alleud, Belgium",Braine-l'Alleud,1428,4.6,9,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJews3fpnNw0cR_uuLXAvSuiA,vente directe à la ferme
Ferme de la tour - Saint-Marc,"Rue du Château de Saint-Marc 96, 5003 Namur, Belgium",Namur,5003,4.7,62,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJN-D8VFSZwUcRvRx7iBgLqes,vente directe à la ferme
La Ferme d'Enée,"Chau. de Tirlemont 45, 5030 Gembloux, Belgium",Gembloux,5030,4.5,15,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJf28AdnCCwUcRhrTSgNPwY0Q,vente directe à la ferme
Ferme de la Chapelette,"Rue de la Chapelette 1, 6210 Les Bons Villers, Belgium",Les Bons Villers,6210,4.5,115,food|point_of_interest|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJQcoog34swkcRtIn92B4B29k,vente directe à la ferme
Le Jardin Des Saules,"Chau. de Nivelles 78, 1461 Ittre, Belgium",Ittre,1461,4.8,53,food|health|point_of_interest|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJH2kL4P3Mw0cRfErFmIG1IH4,vente directe à la ferme
Hoeve Cuvry,"Jozef Hauwaertstraat 42, 1653 Beersel, Belgium",Beersel,1653,4.6,334,food|point_of_interest|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJz7EKYUzPw0cRyTf16Srf8es,vente directe à la ferme
Verger de la Chise,"Rue De La Chise 4, 1315 Incourt, Belgium",Incourt,1315,4.6,200,point_of_interest|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJxUH65sV6wUcRU44nKqS_U5s,vente directe à la ferme
Ferme de la Baillerie,"Rue Try au Chêne 1, 1470 Genappe, Belgium",Genappe,1470,4.6,85,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJbdEgud3Uw0cR9VChwxksiCE,vente directe à la ferme
La Ferme des Monts,"Rue des Monts 50, 6120 Ham-sur-Heure-Nalinnes, Belgium",Ham-sur-Heure-Nalinnes,6120,4.7,87,food|point_of_interest|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJ3Wg8DD4hwkcRv5u5cLXdaTw,vente directe à la ferme
Ferme Du Warchais,"Rue Dominique Seret 10, 6210 Les Bons Villers, Belgium",Les Bons Villers,6210,4.8,57,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJAeazBwQrwkcRj5wpaDPM2Rs,vente directe à la ferme
Au Pays de L'Epautre,"Av. Pré des Agneaux 25, 1160 Auderghem, Belgium",Auderghem,1160,4.7,150,bakery|food|point_of_interest|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJc5e7hSPbw0cRbl70TBrML8E,vente directe à la ferme
Ferme Ernage,"Chaussee de Wavre 150, 5030 Gembloux, Belgium",Gembloux,5030,4.8,9,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJ9SQF13B5wUcRbTl55m5PR7o,vente directe à la ferme
Les cocottes en ribote,"Av. des Combattants 5, 1470 Genappe, Belgium",Genappe,1470,4.9,12,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJW15IueLVw0cRHaS8aI-OSrY,vente directe à la ferme
Les Délices de Pinchart,"Chau. de Bruxelles 165, 1340 Ottignies-Louvain-la-Neuve, Belgium",Ottignies-Louvain-la-Neuve,1340,4.6,93,grocery_or_supermarket|food|point_of_interest|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJ81Z76HvWw0cRoc-Dh-PPkDk,vente directe à la ferme
Verkoop groenten,"Kerklaan 228/214, 1731 Asse, Belgium",Asse,1731,4.5,2,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJIcJ8dZfBw0cRXV7I3uESuqg,vente directe à la ferme
Omgeving van de Paelinckhoeve,"Rue Léopold Demesmaeker 26A, 1083 Ganshoren, Belgium",Ganshoren,1083,0,0,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJR6nJuWDBw0cRg-vKZsTChKY,vente directe à la ferme
Ferme des Nauwes (Les Jardins de Catherine & Stefan),"Rue des Nauwes 1, 6181 Courcelles, Belgium",Courcelles,6181,4.7,73,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJQTYqbZwxwkcRnSNFL570iT0,vente directe à la ferme
Butcher Farm Des Noyers,"Rue des Corbeaux 31, 1325 Chaumont-Gistoux, Belgium",Chaumont-Gistoux,1325,4.6,40,food|point_of_interest|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJvZjvU6bMc0ERgMbCbS_lRIA,vente directe à la ferme
La Ferme du Tambourin,"Chem. Maurice Bouvette 2A, 1430 Rebecq, Belgium",Rebecq,1430,4.3,13,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJ92Rl2Pe0w0cRIrzhhqAJ0mM,vente directe à la ferme
Ukeepers,"Rue Fritz Toussaint 8, 1050 Bruxelles, Belgium",Bruxelles,1050,0,0,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJq6q2PMHEw0cRNte5mX0T4eU,vente directe à la ferme
Boucherie A la Ferme,"Rue Jean Martin 25, 1325 Chaumont-Gistoux, Belgium",Chaumont-Gistoux,1325,4.9,71,food|point_of_interest|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJT-nU8dp7wUcRkH0e5vxX0ns,vente directe à la ferme
Ferme Laute,"BE, Rue de la Corbétière 11, 7090, Belgium",,,4.8,4,food|point_of_interest|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJtTClNsG0w0cRpR15TywVZiQ,vente directe à la ferme
Ferme de Gentissart,"Rue de Gentissart 15, 1495 Villers-la-Ville, Belgium",Villers-la-Ville,1495,4.7,19,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJPV_lgkQrwkcRQG_TwBgZ_nE,vente directe à la ferme
Farm Bouret,"Chem. de Nivelles 77, 7090 Braine-le-Comte, Belgium",Braine-le-Comte,7090,4.8,310,grocery_or_supermarket|food|point_of_interest|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJY0nSBzHLw0cRSRpR6H0N0bo,vente directe à la ferme
Ferme de l'Ornoy,"Rue de Nivelles 2, 1435 Mont-Saint-Guibert, Belgium",Mont-Saint-Guibert,1435,4.8,58,food|point_of_interest|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJCwg6TMB_wUcR_jls65UOJDU,vente directe à la ferme
Ferme du Château à Boninne,"Rte de Hannut 181, 5021 Namur, Belgium",Namur,5021,4.8,41,grocery_or_supermarket|food|point_of_interest|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJ_3_uJEufwUcRLexPELKkwbQ,vente directe à la ferme
Maison Communale d'Auderghem,"Rue Emile Idiers 12, 1160 Auderghem, Belgium",Auderghem,1160,3.6,158,city_hall|point_of_interest|local_government_office|establishment,https://www.google.com/maps/place/?q=place_id:ChIJx_3Xmz3bw0cRTLS4VFweMTE,circuit court
Vredegerecht van Oudergem,"Rue de l'Etang 4, 1040 Etterbeek, Belgium",Etterbeek,1040,0,0,courthouse|point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJAZNo2hfbw0cRnf0qflkJsz4,circuit court
Ac Auderghem,"Rue Emile Idiers 12, 1160 Auderghem, Belgium",Auderghem,1160,0,0,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJrXy9mz3bw0cR9Zw1HFiUUnU,circuit court
Maison de la Prévention et des Solidarités,"Waversesteenweg 1326, 1160 Oudergem, Belgium",Oudergem,1160,5,1,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJKXIvzDbbw0cRCkh5SyQRMPs,circuit court
CPAS - Auderghem,"Av. du Paepedelle 87, 1160 Auderghem, Belgium",Auderghem,1160,3.5,58,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJJfMoHjXbw0cRtlgHi1jpj0w,circuit court
Vredegerecht van Oudergem,"Waversesteenweg 1789, 1160 Oudergem, Belgium",Oudergem,1160,2.4,8,courthouse|point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJX8nLoTXbw0cRrjgRSpDGCf8,circuit court
LE POULET DE REVES,"Rue du Moulin Charon 1, 6210 Les Bons Villers, Belgium",Les Bons Villers,6210,4.6,70,food|point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJZz1XVc8twkcR43JkN6kly0Y,ferme avicole
Ferme Delecluse - Elevage avicole et vente directe,"Rue d'andricourt 21, 7903 Leuze-en-Hainaut, Belgium",Leuze-en-Hainaut,7903,4.8,32,food|point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJXfNDSQX-wkcRw9mgRWw9DHk,ferme avicole
Elevage de volailles de Rêves - SRL Aromareves,"Rue du Moulin Charon 1, 6210 Les Bons Villers, Belgium",Les Bons Villers,6210,4.3,4,grocery_or_supermarket|store|food|point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJAUwpLsQtwkcRTgxTjHsYPzY,ferme avicole
Elevage Avicole de la Baille,"Rue de la Baille 19, 6210 REVES, Belgium",REVES,6210,4.8,17,store|point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJ574X0cUtwkcRbfAm6waek7E,ferme avicole
"Elevage avicole de la Fauvette, Dekeyser-Rosier","Rue Royale 41, 7904 Leuze-en-Hainaut, Belgium",Leuze-en-Hainaut,7904,4.9,35,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJr3LJXEn8wkcRAqhW9wOjY3M,ferme avicole
Ferme Avicole de Longueville,"Rue de Sart Risbart 1/A, 1325 Chaumont-Gistoux, Belgium",Chaumont-Gistoux,1325,4.7,3,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJUaMUi1N6wUcR4Twco9Gk7QA,ferme avicole
Les Avicoles Du Waya,"Rue Léopold Genicot 20, 5380 Fernelmont, Belgium",Fernelmont,5380,4.9,10,store|food|point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJp4tEPEWhwUcRoP48WVty9ds,ferme avicole
Want-coussens Greta,"Rue de Balâtre 53, 5060 Sambreville, Belgium",Sambreville,5060,4.9,23,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJ43j7l72GwUcRyASGwCRyLaM,ferme avicole
WaliGali,"Rue de Buay 13 à, 4219 Wasseiges, Belgium",Wasseiges,4219,4.8,101,store|food|point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJKQbIyLkLwUcR23GC8RhqI1g,ferme avicole
Ferme Avicole Bauduin,"344 Rue du Fayt, 59230 Rosult, France",Rosult,59230,4.2,155,food|point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJ9ccxaanCwkcR6wG8QjR0VS8,ferme avicole
Elevage avicole CHABOTHIER,"Rue du Petit Bois 5, 5580 Havrenne ROCHEFORT, Belgium",Havrenne ROCHEFORT,5580,3.3,47,store|food|point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJi0Q6dEfKwUcRU0yLdZRGloQ,ferme avicole
Association of Poultry Processors and Poultry Trade in the EU countries,"Pl. du Luxembourg 47/51, 1050 Ixelles, Belgium",Ixelles,1050,0,0,store|food|point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJecGe4ZrEw0cRqQKiU-0tuSs,ferme avicole
Want Anne,"Rue de Balâtre 53, 5060 Sambreville, Belgium",Sambreville,5060,4.3,3,food|point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJs3AZDpOGwUcR428Zdmdcjq8,ferme avicole
Etablissements Avicoles du Waya,"Rue Léopold Genicot 120, 5380 Fernelmont, Belgium",Fernelmont,5380,0,0,food|point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJd6FRFTKgwUcRckTebQtrFGw,ferme avicole
Les légumes de Tom,"Rte d'Ottignies 9, 1380 Lasne, Belgium",Lasne,1380,5,5,food|point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJQ4pNUI_Xw0cR8ScojWY576U,producteur légumes bio
Le Potager des Hasquettes,"All. le Cavalier, 1474 Genappe, Belgium",Genappe,1474,4.9,89,food|point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJ7wSKLGjTw0cRh7IP0R4CnlE,producteur légumes bio
Les jardins du Lanternier,"Plancenoit BE, Chem. du Lanternier 2, 1380 Lasne, Belgium",Lasne,1380,5,6,food|point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJ25KqSL_Tw0cR_n2jtLP15zc,producteur légumes bio
Maïeurs Marché,"Pl. des Maïeurs, 1150 Woluwe-Saint-Pierre, Belgium",Woluwe-Saint-Pierre,1150,5,2,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJ4TfL6k3bw0cR4EVueubcnI4,producteur légumes bio
Ferme du Gasi,"Chau. de Namur 99G, 1315 Incourt, Belgium",Incourt,1315,4.7,26,grocery_or_supermarket|store|food|point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJ65Fz-ulwwUcRL4nM2fEs0bk,producteur légumes bio
Terres de la Cala (ferme bio de Glabais),"Rue tri Marcassin 31a, 1473 Genappe, Belgium",Genappe,1473,4.2,5,food|point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJaWiQPLvTw0cR2cubab3bQ8k,producteur légumes bio
Färm,"Av. Victor Hugo 7, 1420 Braine-l'Alleud, Belgium",Braine-l'Alleud,1420,4.6,130,grocery_or_supermarket|store|food|point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJ67lOn5XRw0cRHntRoLZFMfQ,producteur légumes bio
Markt van Bosvoorde,"Pl. Léopold Wiener, 1170 Watermael-Boitsfort, Belgium",Watermael-Boitsfort,1170,4.6,223,grocery_or_supermarket|store|food|point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJu6b7w13bw0cR2_51lcoQoB0,producteur légumes bio
Les Paniers Verts,"Rue du Ctre 71, 1404 Nivelles, Belgium",Nivelles,1404,4.7,64,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJiyTXRKvMw0cRS_4tbNn9qao,producteur fruits bio
Marché de St Julien,"Rue Valduc 356, 1160 Auderghem, Belgium",Auderghem,1160,4.3,122,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJxYhyFTTbw0cRMBpFCz3giyo,producteur fruits bio
Les Fermettes,"Rue Longue Vie 36, 1050 Ixelles, Belgium",Ixelles,1050,4.9,35,food|point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJ9V0gtgjFw0cRiHhZUfRy2hg,producteur fruits bio
Mondo Bio,"Av. Provinciale 76, 1341 Ottignies-Louvain-la-Neuve, Belgium",Ottignies-Louvain-la-Neuve,1341,4.8,32,health|store|food|point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJS13m0-3Vw0cR8c4XiWkd7mI,producteur fruits bio
Färm Waterloo Centre,"Rue du Gaz 1, 1410 Waterloo, Belgium",Waterloo,1410,4.4,118,grocery_or_supermarket|store|food|point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJxdIazc_Rw0cREk4tegTPApo,producteur fruits bio
la Cense de Léandine,"Rasbeekstraat 12, 1541 Br, Belgium",Br,1541,5,1,store|food|point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJ_UCKjtexw0cRfQFLFI6wbR0,élevage vente viande vache
K. Pieters - Volaille & gibier - Wild & gevogelte,"Av. Georges Henri 219, 1200 Bruxelles, Belgium",Bruxelles,1200,4.5,76,point_of_interest|food|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJkaiDO1bbw0cRIVN-5eKiwVA,élevage vente viande poulet
Maison Liénard,"Rue Washington 11, 1050 Ixelles, Belgium",Ixelles,1050,4.7,89,point_of_interest|food|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJbbBRPvPEw0cRT5QU7Cg64J8,élevage vente viande poulet
Volaille Du Nord Gros Et Détail,"Chau. de Helmet 284, 1030 Schaerbeek, Belgium",Schaerbeek,1030,4.5,77,point_of_interest|food|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJJ4C7mj3Dw0cRUKFJ6FCylSc,élevage vente viande poulet
Viande Fumée Chez Chantal,"Rue Ropsy Chaudron 24, 1070 Bruxelles, Belgium",Bruxelles,1070,4.7,3,point_of_interest|food|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJ1RYtkqPFw0cRxg2YjqmoWqs,élevage vente viande poulet
Camion poulet rôti Het Gouden Haantje,"Chau. de Roodebeek, 1200 Woluwe-Saint-Lambert, Belgium",Woluwe-Saint-Lambert,1200,4.6,17,restaurant|point_of_interest|food|establishment,https://www.google.com/maps/place/?q=place_id:ChIJk9tzOGDdw0cRBiNm_2EIfLw,élevage vente viande poulet
Volaillerie Beldi,"Rue de la Commune 66, 1210 Saint-Josse-ten-Noode, Belgium",Saint-Josse-ten-Noode,1210,4.5,50,point_of_interest|food|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJi42pn2TDw0cRy1w_A6q31wg,élevage vente viande poulet
Wesley's Butcher Shop,"Place Wappers 3/4, 1030 Schaerbeek, Belgium",Schaerbeek,1030,4.9,175,point_of_interest|food|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJOdzV4KfEw0cR3bnrUvCD_fc,élevage vente viande poulet
Elevage du Bara,"Rue Grand' Rue 47-7, 1341, 1341 Ottignies-Louvain-la-Neuve, Belgium",Ottignies-Louvain-la-Neuve,1341,4.6,18,point_of_interest|food|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJV3v3AQXVw0cR0dR4N5SNtHY,élevage vente viande poulet
Van Engelandt,"Rue Ropsy Chaudron 83, 1070 Anderlecht, Belgium",Anderlecht,1070,4.6,39,point_of_interest|food|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJgcGiWAnEw0cR_OJ5fWMWAo8,élevage vente viande poulet
Woluwe Butcher Shop,"Av. Georges Henri 315, 1200 Bruxelles, Belgium",Bruxelles,1200,4.8,249,point_of_interest|food|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJk3ryAFXbw0cRlJnGMxGTIMA,élevage vente viande poulet
Ferme Du Berger,"Chau. de Marche 8, 5363 Hamois, Belgium",Hamois,5363,4.6,36,point_of_interest|food|establishment,https://www.google.com/maps/place/?q=place_id:ChIJew12yge6wUcRjaAjoyCrudM,élevage vente viande poulet
La Bécasse/De Snip,"Rue de l'Eglise 137, 1150 Woluwe-Saint-Pierre, Belgium",Woluwe-Saint-Pierre,1150,4.8,25,point_of_interest|food|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJCUTi0Ybbw0cRQ22u2hKVqCk,élevage vente viande poulet
La Boucherie s.a.,"Rue Bollinckx 45, 1070 Anderlecht, Belgium",Anderlecht,1070,4.9,381,point_of_interest|food|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJAfs-rSfEw0cRV-7JHI14sZw,élevage vente viande poulet
Boucherie et Épicerie,"Rue François-Joseph Navez 18, 1030 Schaerbeek, Belgium",Schaerbeek,1030,4.4,103,supermarket|grocery_or_supermarket|point_of_interest|food|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJQ6UYqA3Dw0cR-49GtSFmius,élevage vente viande poulet
L' Elevage de Fourquevoie,"Chem. Fourquevoie 30, 7110 La Louvière, Belgium",La Louvière,7110,4.8,9,restaurant|point_of_interest|food|establishment,https://www.google.com/maps/place/?q=place_id:ChIJ23ZeNYZIwkcRlDHuHQmcl5g,élevage vente viande poulet
"Traiteur Roland, boucherie artisanale - ambachtelijke slagerij","Av. des Saisons 94, 1050 Bruxelles, Belgium",Bruxelles,1050,3.7,396,point_of_interest|food|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJC89uU8TEw0cRnTEfuQsDEeM,élevage vente viande poulet
Le Coq Elarabi,"Rue François-Joseph Navez 64, 1000 Bruxelles, Belgium",Bruxelles,1000,4.5,10,point_of_interest|food|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJdx1ltw3Dw0cR5MtGrvbLKDk,élevage vente viande poulet
Le Coq D'or,"Bd Maurice Lemonnier 50, 1000 Bruxelles, Belgium",Bruxelles,1000,4.7,62,restaurant|point_of_interest|food|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJa5SOWXfEw0cRsfT-nL8r8N8,élevage vente viande poulet
Ferme du Rouchat - poulet bio,"Rue de Branchon 51, 5380 Fernelmont, Belgium",Fernelmont,5380,5,4,food|point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJ5Ro5sf8LwUcRSMODTlKqsnQ,élevage vente viande poulet
Deliener / Claude,"Av. de la Houlette 13, 1160 Auderghem, Belgium",Auderghem,1160,4.3,14,food|point_of_interest|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJcSdtUCTbw0cREhRvfNI2Ibo,élevage vente viande poulet
Allaert Meat,"Rue du Compas 55/63, 1070 Anderlecht, Belgium",Anderlecht,1070,4,11,food|point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJawOIggvEw0cRuQjhc7XYrEI,élevage vente viande poulet
Boucherie - Du Fermier à l'Assiette,"Av. Brigade Piron 123, 1080 Molenbeek-Saint-Jean, Belgium",Molenbeek-Saint-Jean,1080,5,1,food|point_of_interest|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJeaJnJizDw0cRfEzBagSkb-w,élevage vente viande poulet
Slagerij Francies,"Waversesteenweg 1717, 1160 Brussel, Belgium",Brussel,1160,3.8,40,food|point_of_interest|store|establishment,https://www.google.com/maps/place/?q=place_id:ChIJLapfVTzbw0cRh8CViF0W5Is,élevage vente viande poulet
Les Abeilles de Ben,"Rue des Fusillés 42, 1340 Ottignies-Louvain-la-Neuve, Belgium",Ottignies-Louvain-la-Neuve,1340,5,17,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJ06m3TFXVw0cRF1t5QqqJadE,ferme apiculteur
Miel naturel @LaRuche Fleurie,"Tenboslaan 59, 1560 Hoeilaart, Belgium",Hoeilaart,1560,0,0,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJU6YfmVbRw0cR1QUeXtuHKN8,ferme apiculteur
Bee hives / Ruches d'abbaies / Bijenkorven - 6 stuks anno 2017,"Av. du Parc de Woluwe 68, 1160 Auderghem, Belgium",Auderghem,1160,0,0,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJhQoFCj_bw0cRzs8ROwpFTGc,ferme apiculteur
Le Rucher de la vallée - Beexperience,"Rue de la Vallée, 1340 Ottignies-Louvain-la-Neuve, Belgium",Ottignies-Louvain-la-Neuve,1340,5,1,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJQSMNQd9_wUcRCy0gQWRKH3Y,ferme apiculteur
Cercle Apicole Apibrabant Asbl,"Rue du Plagniau 3, 1330 Rixensart, Belgium",Rixensart,1330,0,0,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJTw60jzTXw0cRExthbQfOkOU,ferme apiculteur
Miel de Basse-Laloux,"Rue du Château 62, 1470 Genappe, Belgium",Genappe,1470,5,2,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJTQJwydDVw0cROKNfVvzg4zA,ferme apiculteur
L'Abeille de Villers-la-Ville,"Rue de Mellery 53, 1495 Villers-la-Ville, Belgium",Villers-la-Ville,1495,5,1,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJm_vhJGcrwkcRSDPDzY8SC-w,ferme apiculteur
Bonmiel,"Rue Grégoire Leroy 45, 1030 Schaerbeek, Belgium",Schaerbeek,1030,0,0,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJz-OraD3Dw0cRt4xHhB1-WhE,ferme apiculteur
Black Horse Miel Ahprodisiaque,"Rue Grétry 37, 1000 Bruxelles, Belgium",Bruxelles,1000,0,0,point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJvbA_fQDDw0cREwVfZXbbibg,ferme apiculteur
Au Rayon Bio Miroir,"Rue Léon Theodor 27, 1090 Jette, Belgium",Jette,1090,4.5,179,grocery_or_supermarket|store|food|point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJCTTBOMPDw0cRytXLYLfao4o,producteur bio
Hof van Piemont,"Isidoor Crokaertstraat 167, 1731 Asse, Belgium",Asse,1731,4.7,48,store|food|point_of_interest|establishment,https://www.google.com/maps/place/?q=place_id:ChIJjSfhUwjBw0cRuVL5fXMLxoQ,producteur bio
